area_type,availability,location,society,total_sqft,bath,balcony,price,house_size,house_type
Built-up  Area,Ready To Move,Avalahalli,sohea a,2045.0,3,2,108.0,3,0
Super built-up  Area,Ready To Move,Sonnenahalli,skacak ,1268.0,2,1,56.0,2,0
Super built-up  Area,Ready To Move,Yelahanka,puziave,1600.0,3,3,100.0,3,0
Super built-up  Area,Ready To Move,Thanisandra,bhmesy ,1056.0,2,2,70.0,2,0
Super built-up  Area,Ready To Move,KR Puram,gasom b,1204.0,2,2,58.0,2,0
Super built-up  Area,Ready To Move,Tejaswini Nagar,dhndsh ,1410.0,2,1,54.0,3,0
Built-up  Area,Ready To Move,Hennur Road,elley b,1460.0,2,1,80.3,2,0
Super built-up  Area,Ready To Move,Dodda Nekkundi,independent,1100.0,2,1,41.18,2,0
Super built-up  Area,Ready To Move,Govindapura,abarkva,1310.0,2,1,88.0,2,0
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,putus l,1600.0,3,2,90.0,3,0
Super built-up  Area,Ready To Move,Lottegolla Halli,independent,1250.0,2,2,55.0,2,0
Super built-up  Area,Ready To Move,Sarjapur  Road,sjityaz,1665.0,3,2,74.93,3,0
Built-up  Area,Ready To Move,Hosahalli Extension,independent,2000.0,5,2,240.0,5,1
Super built-up  Area,Ready To Move,Singasandra,srensar,1416.0,2,2,67.0,2,0
Built-up  Area,Ready To Move,Jigani,dlhtsen,1231.0,3,2,58.0,3,0
Super built-up  Area,Ready To Move,Yelahanka,neite t,1664.0,3,0,73.95,3,0
Built-up  Area,Ready To Move,TC Palaya,independent,2000.0,3,1,76.0,3,1
Built-up  Area,Ready To Move,Rajiv Nagar,ahntyve,972.0,2,2,43.0,2,0
Super built-up  Area,Ready To Move,Bellandur,independent,1185.0,2,1,47.39,2,0
Built-up  Area,Ready To Move,Green Glen Layout,independent,1750.0,3,2,81.0,3,0
Built-up  Area,Ready To Move,Byadarahalli,prurten,3155.0,4,0,316.0,3,0
Super built-up  Area,18-Dec,Balagere,soresea,1007.0,2,1,68.0,2,0
Super built-up  Area,Ready To Move,Rajaji Nagar,independent,1700.0,3,2,200.0,3,0
Super built-up  Area,Ready To Move,Whitefield,veales ,1250.0,2,2,85.0,2,0
Super built-up  Area,Ready To Move,Telecom Layout,independent,1200.0,2,1,54.0,2,0
Super built-up  Area,18-Aug,Horamavu Agara,s2ionrn,994.0,2,1,42.28,2,0
Super built-up  Area,18-Apr,Ramamurthy Nagar,independent,1150.0,2,2,40.0,2,0
Super built-up  Area,Ready To Move,Thanisandra,menueno,1220.0,2,2,46.0,2,0
Super built-up  Area,Ready To Move,Hennur Gardens,plhtshe,1441.0,2,1,115.0,2,0
Super built-up  Area,19-Mar,Old Madras Road,saesttt,1157.0,2,2,47.32,2,0
Super built-up  Area,Ready To Move,RPC layout,independent,1300.0,6,3,150.0,6,0
Super built-up  Area,Ready To Move,Thigalarapalya,prtanha,1400.0,2,2,105.0,2,0
Built-up  Area,Ready To Move,Tindlu,independent,1370.07,3,1,65.0,3,0
Plot  Area,Ready To Move,Magadi Road,independent,1200.0,4,1,130.0,5,1
Super built-up  Area,20-Dec,Judicial Layout,independent,900.0,2,1,40.0,2,0
Super built-up  Area,Ready To Move,Kodipalya,independent,418.0,1,1,17.0,1,0
Plot  Area,Ready To Move,Vishwapriya Nagar,independent,1200.0,3,1,80.0,3,1
Built-up  Area,Ready To Move,ISRO Layout,independent,1200.0,2,3,43.0,2,0
Super built-up  Area,Ready To Move,Talaghattapura,independent,1062.0,2,1,42.48,2,0
Super built-up  Area,Ready To Move,Kanakpura Road,independent,1120.0,2,1,51.0,2,0
Super built-up  Area,Ready To Move,Bannerghatta Road,independent,1012.0,2,1,44.0,2,0
Plot  Area,Ready To Move,Postal Colony,independent,1500.0,2,1,200.0,3,1
Built-up  Area,Ready To Move,ISRO Layout,independent,950.0,4,0,180.0,4,1
Super built-up  Area,Ready To Move,Kadabagere,jahipa ,675.0,2,2,13.5,2,0
Super built-up  Area,Ready To Move,Kanakpura Road,atarebe,1430.0,2,2,78.0,2,0
Super built-up  Area,Ready To Move,Channasandra,independent,1195.0,2,1,56.0,3,0
Super built-up  Area,Ready To Move,Old Madras Road,brica e,2640.0,5,1,150.0,3,0
Super built-up  Area,18-Sep,Hennur Road,shxorm ,1570.0,3,0,75.99,3,0
Plot  Area,Ready To Move,Kammanahalli,independent,782.0,4,2,85.0,6,1
Built-up  Area,18-Feb,Sonnenahalli,skacak ,1011.0,2,1,59.0,2,0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,briummi,1450.0,2,1,102.0,3,0
Super built-up  Area,Ready To Move,Sarjapur  Road,ahriaup,1129.0,2,1,69.0,2,0
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,soe 2as,1126.0,2,1,36.0,2,0
Plot  Area,18-Dec,Attibele,akarkti,1200.0,3,0,110.0,3,1
Super built-up  Area,Ready To Move,Sarjapur  Road,mjinele,1180.0,2,2,45.0,3,0
Plot  Area,Ready To Move,1st Block HRBR Layout,independent,600.0,4,2,125.0,3,1
Plot  Area,18-Apr,Bannerghatta,independent,940.0,4,2,45.0,4,1
Super built-up  Area,Ready To Move,Hennur Road,samittv,1933.0,3,2,140.0,3,0
Built-up  Area,Ready To Move,TC Palaya,independent,1082.0,2,2,64.0,2,0
Super built-up  Area,19-Dec,Anwar Layout,ukicte ,610.0,1,0,28.0,1,0
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,independent,1560.0,4,1,160.0,4,1
Super built-up  Area,Ready To Move,Kathriguppe,prone m,1300.0,3,3,77.99,3,0
Built-up  Area,Ready To Move,Kudlu Gate,independent,3850.0,6,0,205.0,4,1
Built-up  Area,Ready To Move,CV Raman Nagar,independent,1125.0,2,1,46.0,2,0
Super built-up  Area,Ready To Move,Kengeri Satellite Town,independent,777.4,2,0,25.0,2,0
Super built-up  Area,Ready To Move,Battarahalli,independent,2500.0,3,1,65.0,4,0
Super built-up  Area,Ready To Move,Old Airport Road,roa 2ha,1798.0,3,0,150.0,3,0
Built-up  Area,Ready To Move,Dodda Nekkundi Extension,alecone,1864.0,3,2,120.0,3,0
Super built-up  Area,Ready To Move,Whitefield,independent,1115.0,2,1,51.91,2,0
Super built-up  Area,Ready To Move,Kengeri,independent,400.0,1,1,25.0,1,0
Super built-up  Area,Ready To Move,Rajaji Nagar,independent,1200.0,2,1,70.0,2,0
Super built-up  Area,18-May,Ananth Nagar,independent,992.0,2,2,24.8,2,0
Built-up  Area,Ready To Move,Jakkasandra Extension,independent,950.0,2,3,57.0,2,0
Plot  Area,Ready To Move,R.T. Nagar,independent,1500.0,4,3,185.0,4,1
Super built-up  Area,Ready To Move,Bellandur,krine o,1200.0,2,1,62.0,2,0
Built-up  Area,Ready To Move,GM Palaya,srg bnc,1735.0,3,2,70.0,3,0
Built-up  Area,Ready To Move,BTM 2nd Stage,sne 2ev,1750.0,3,3,172.0,3,0
Super built-up  Area,Ready To Move,Jalahalli,brardco,1470.0,2,3,102.0,3,0
Super built-up  Area,Ready To Move,Bannerghatta Road,independent,1527.0,3,2,115.0,3,0
Built-up  Area,Ready To Move,Singapura Village,juoryma,985.0,2,1,45.0,2,0
Built-up  Area,Ready To Move,Chandapura,independent,3300.0,4,2,135.0,4,1
Super built-up  Area,18-Jun,Whitefield,asarqz ,1277.0,2,1,77.0,2,0
Super built-up  Area,18-May,Nallurhalli,cmoneoo,1100.0,2,1,62.0,2,0
Super built-up  Area,Ready To Move,Whitefield,brony h,1820.0,3,2,140.0,3,0
Super built-up  Area,Ready To Move,Puttanahalli,independent,1530.0,3,3,87.0,4,0
Super built-up  Area,Ready To Move,Banashankari,prdgeso,1886.0,3,2,205.0,3,0
Plot  Area,Ready To Move,Chandra Layout,independent,1200.0,2,0,190.0,3,1
Super built-up  Area,Ready To Move,Jakkur,brdgeno,1880.0,4,2,110.0,3,0
Super built-up  Area,Ready To Move,Hennur,shateor,1255.0,2,2,52.35,2,0
Super built-up  Area,Ready To Move,Somasundara Palya,independent,1140.0,2,2,46.0,2,0
Built-up  Area,18-Aug,Electronic City Phase II,sryalan,1025.0,2,1,29.6,2,0
Built-up  Area,Ready To Move,Whitefield,arsiaex,3453.0,4,2,247.0,4,1
Plot  Area,Ready To Move,Akshaya Vana,independent,1200.0,4,2,165.0,4,1
Super built-up  Area,Ready To Move,Sarjapur  Road,adeatlm,1850.0,3,2,140.0,3,0
Super built-up  Area,Ready To Move,Kaikondrahalli,independent,1250.0,2,1,78.0,2,0
Super built-up  Area,Ready To Move,Kamakya Layout,independent,2400.0,3,1,108.0,4,0
Super built-up  Area,18-Dec,Jalahalli,vaniai ,1244.0,2,2,88.0,2,0
Plot  Area,Ready To Move,Kumaraswami Layout,independent,623.0,4,1,75.0,4,1
Super built-up  Area,18-Dec,Kengeri Satellite Town,dsestst,1025.0,2,1,28.57,2,0
Super built-up  Area,Ready To Move,Sarjapur  Road,dslessp,1034.0,2,1,38.0,2,0
Super built-up  Area,18-Jan,Kengeri Satellite Town,dsestst,1191.0,2,2,33.34,3,0
Super built-up  Area,Ready To Move,Kasavanhalli,maowsve,1719.0,3,2,71.0,3,0
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,independent,1500.0,3,2,230.0,4,1
Super built-up  Area,18-Dec,Hosa Road,sjerse ,1470.0,2,2,84.22,3,0
Super built-up  Area,Ready To Move,Yelahanka,independent,1140.0,2,1,50.66,2,0
Super built-up  Area,Ready To Move,Harlur,sosiccl,1752.12,3,2,125.0,3,0
Plot  Area,Ready To Move,BTM 1st Stage,independent,600.0,6,2,80.0,6,1
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,independent,600.0,3,1,84.0,4,1
Super built-up  Area,Ready To Move,Old Madras Road,brica e,2990.0,3,2,170.0,3,0
Super built-up  Area,Ready To Move,Bannerghatta Road,snity s,1660.0,3,2,85.0,3,0
Super built-up  Area,Ready To Move,Electronic City,pao 3ow,1275.0,3,3,63.43,3,0
Super built-up  Area,18-Jun,Bommasandra Industrial Area,independent,1365.0,3,1,52.81,3,0
Plot  Area,Ready To Move,"MEI layout, Bagalgunte",independent,1200.0,2,0,90.0,3,1
Super built-up  Area,Ready To Move,Kanakpura Road,independent,2546.0,3,0,170.0,3,0
Super built-up  Area,20-Oct,Banashankari Stage VI,brens7 ,1392.0,3,1,69.46,3,0
Super built-up  Area,18-Mar,Whitefield,asarqz ,1245.0,2,1,59.76,2,0
Built-up  Area,Ready To Move,Rayasandra,independent,1200.0,3,1,65.0,5,1
Super built-up  Area,Ready To Move,Yeshwanthpur,ibityin,1162.0,2,2,64.08,2,0
Super built-up  Area,Ready To Move,Singasandra,eavarum,1476.0,2,1,73.0,3,0
Built-up  Area,Ready To Move,KR Puram,independent,700.0,1,1,21.5,1,0
Built-up  Area,Ready To Move,Gnana Bharathi,independent,3600.0,6,1,170.0,6,1
Built-up  Area,Ready To Move,Jigani,dlhtsen,943.0,2,2,48.0,2,0
Plot  Area,Ready To Move,Pai Layout,independent,1150.0,2,1,170.0,2,1
Super built-up  Area,Ready To Move,Sarjapur  Road,vhinoel,1113.0,2,1,44.5,2,0
Super built-up  Area,20-Dec,Varthur,myple m,1615.0,3,2,69.43,3,0
Super built-up  Area,Ready To Move,Keshava Nagar,etens g,1279.0,2,3,100.0,2,0
Built-up  Area,Ready To Move,Benson Town,independent,1805.0,3,2,280.0,3,0
Built-up  Area,Ready To Move,Sompura,suiseit,1350.0,3,1,65.0,3,0
Super built-up  Area,18-May,SRINIVASAPURA,independent,1525.0,3,2,68.63,3,0
Super built-up  Area,18-Aug,Rajaji Nagar,prodswe,1357.0,2,1,123.0,2,0
Super built-up  Area,Ready To Move,Ardendale,soystam,1777.26,3,2,92.0,3,0
Super built-up  Area,Ready To Move,Bisuvanahalli,prityel,845.0,2,2,32.0,2,0
Built-up  Area,Ready To Move,Sidedahalli,independent,900.0,2,0,25.0,2,0
Super built-up  Area,18-Sep,Varthur,soamsay,1210.0,2,1,64.15,2,0
Super built-up  Area,19-Aug,Electronic City Phase II,independent,829.0,2,1,22.8,2,0
Super built-up  Area,Ready To Move,Sarjapur  Road,adeatlm,1879.0,3,2,155.0,3,0
Super built-up  Area,17-Jun,Hosur Road,collsrn,1250.0,2,2,50.0,3,0
Built-up  Area,Ready To Move,Jeevanhalli,independent,1200.0,2,2,35.0,4,1
Super built-up  Area,19-Mar,Marathahalli,unezes ,1108.0,2,1,60.0,3,0
Super built-up  Area,18-Aug,Kanakpura Road,independent,1401.0,3,2,69.0,3,0
Super built-up  Area,19-Oct,Sarjapur  Road,asastde,1157.0,2,1,75.0,3,0
Built-up  Area,Ready To Move,Ramamurthy Nagar Extension,saacesa,1185.0,2,1,42.66,2,0
Super built-up  Area,Ready To Move,Green Glen Layout,soweray,1751.0,3,2,115.0,3,0
Plot  Area,Ready To Move,Mahalakshmi Puram,independent,1550.0,3,1,250.0,5,1
Super built-up  Area,Ready To Move,Bannerghatta Road,snity s,1880.0,3,2,96.5,3,0
Super built-up  Area,20-Dec,Whitefield,somns t,1322.5,3,0,40.98,3,0
Super built-up  Area,Ready To Move,Channasandra,independent,1175.0,2,2,38.0,2,0
Built-up  Area,Ready To Move,Jalahalli,prensin,1407.0,2,1,98.49,2,0
Super built-up  Area,Ready To Move,Yelachenahalli,shentnd,1000.0,2,2,50.0,2,0
Super built-up  Area,Ready To Move,Electronic City,briumri,1518.0,3,3,75.0,3,0
Plot  Area,Ready To Move,"Gubbi Cross, Hennur Main Road",independent,3600.0,4,2,300.0,4,1
Super built-up  Area,18-May,Tumkur Road,sahtsva,1027.0,2,1,67.0,2,0
Super built-up  Area,Ready To Move,Dairy Circle,soeurri,3730.0,6,2,430.0,4,0
Built-up  Area,Ready To Move,HSR Layout,nrosete,1145.0,2,2,46.0,2,0
Super built-up  Area,18-Aug,Rajaji Nagar,prodswe,1260.0,2,2,113.0,2,0
Super built-up  Area,Ready To Move,Begur Road,dhalsh ,1500.0,2,3,47.25,3,0
Super built-up  Area,Ready To Move,Varthur,dsingst,1737.0,2,1,57.32,3,0
Super built-up  Area,18-Dec,Hennur,exitym ,3517.0,5,0,161.5,4,0
Plot  Area,Ready To Move,Byrathi Village,independent,1600.0,4,1,120.0,3,1
Built-up  Area,Ready To Move,Hegde Nagar,sonosty,1500.0,3,2,135.0,3,0
Plot  Area,Ready To Move,Sabari Nagar,independent,1120.0,2,0,60.0,2,1
Plot  Area,Ready To Move,Banashankari Stage V,independent,1200.0,4,1,240.0,3,1
Super built-up  Area,18-Dec,Hennur Road,inaxyga,1030.0,2,1,46.5,2,0
Built-up  Area,Ready To Move,Gubbalala,independent,2500.0,6,1,88.0,6,1
Super built-up  Area,Ready To Move,Kammasandra,sulya a,1057.0,2,1,35.0,2,0
Super built-up  Area,Ready To Move,Thanisandra,slaceda,1460.0,2,2,38.5,2,0
Super built-up  Area,Ready To Move,Hormavu,arureig,1075.0,2,1,53.7,2,0
Super built-up  Area,Ready To Move,Mysore Road,independent,1080.0,2,1,60.0,3,0
Super built-up  Area,Ready To Move,Singasandra,slowse ,1139.7,2,1,45.0,2,0
Super built-up  Area,18-Jun,Whitefield,aripsul,1074.0,2,1,42.8,2,0
Plot  Area,18-Jul,Whitefield,independent,1200.0,2,1,46.13,2,1
Super built-up  Area,Ready To Move,Sarjapur  Road,puallhi,2425.0,5,1,175.0,4,0
Super built-up  Area,Ready To Move,Sarjapur  Road,maantr ,1323.0,2,2,74.0,2,0
Super built-up  Area,Ready To Move,Kalena Agrahara,prmesi ,900.0,2,1,40.0,2,0
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,soe 2as,740.0,1,1,23.65,1,0
Super built-up  Area,Ready To Move,Bannerghatta Road,snity s,1550.0,3,2,96.0,3,0
Super built-up  Area,Ready To Move,Gunjur,myhtshe,1588.0,2,3,90.0,3,0
Built-up  Area,Ready To Move,Rajaji Nagar,independent,2300.0,4,1,240.0,3,1
Built-up  Area,Ready To Move,"Thanisandra Main Road, ",independent,1308.0,2,1,86.0,2,0
Super built-up  Area,Ready To Move,Hennur,mdncyhi,1340.0,2,2,54.27,3,0
Built-up  Area,Ready To Move,Infantry Road,independent,2170.0,3,2,265.0,4,0
Super built-up  Area,Ready To Move,Thanisandra,soitya ,1719.0,3,2,135.0,3,0
Plot  Area,18-Jul,Whitefield,independent,1200.0,2,1,45.84,2,1
Built-up  Area,18-Dec,Electronic City,independent,1090.0,2,1,31.48,1,0
Plot  Area,Ready To Move,Sarvabhouma Nagar,independent,1500.0,5,2,210.0,5,1
Super built-up  Area,18-Dec,Jakkur,brdgeno,1660.0,3,2,104.0,3,0
Super built-up  Area,Ready To Move,Nagavara,k dotna,1247.0,2,1,58.56,2,0
Super built-up  Area,18-May,Thanisandra,bhmesy ,1595.0,3,2,96.0,3,0
Super built-up  Area,Ready To Move,Kaggadasapura,jaaldem,1175.0,2,2,50.0,2,0
Super built-up  Area,Ready To Move,Old Airport Road,vsletes,1184.0,2,1,78.0,2,0
Super built-up  Area,Ready To Move,Byrasandra,srhan p,1100.0,2,2,55.0,2,0
Plot  Area,18-Apr,Kaval Byrasandra,independent,935.0,2,0,78.0,2,1
Built-up  Area,Ready To Move,Yelahanka,niareum,1200.0,2,2,60.0,2,0
Plot  Area,Ready To Move,Rajaji Nagar,independent,2400.0,5,1,408.0,5,1
Super built-up  Area,Ready To Move,Neelamangala,independent,1000.0,2,1,45.0,2,0
Built-up  Area,Ready To Move,Uttarahalli,kbnnupu,1000.0,2,0,52.0,2,0
Super built-up  Area,Ready To Move,Yelahanka,prensya,1705.0,3,2,85.0,3,0
Built-up  Area,Ready To Move,Tumkur Road,mairer ,1060.0,2,2,58.3,3,0
Super built-up  Area,17-Mar,Kammagondahalli,diiter ,1347.0,2,2,55.0,3,0
Super built-up  Area,17-Dec,Varthur,unris e,1402.0,2,2,95.0,2,0
Super built-up  Area,18-Oct,Whitefield,prtates,2280.0,4,2,125.0,3,0
Super built-up  Area,Ready To Move,Whitefield ECC Road,independent,1225.0,2,2,71.05,2,0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,maodser,1080.0,2,1,53.0,2,0
Super built-up  Area,Ready To Move,Lavelle Road,independent,1919.0,3,0,300.0,3,0
Built-up  Area,Ready To Move,Begur Road,dhalsh ,1100.0,2,2,42.6,2,0
Super built-up  Area,Ready To Move,Sarjapur  Road,dsndsod,2500.0,4,3,225.0,4,0
Super built-up  Area,22-Jan,Bannerghatta Road,prarepa,1200.0,2,2,78.0,2,0
Plot  Area,18-Apr,Maruthi nagar kogilu,independent,1200.0,3,0,78.0,2,1
Super built-up  Area,Ready To Move,Kothanur,independent,1581.0,3,3,76.0,3,0
Super built-up  Area,18-Dec,Whitefield,prtates,2882.0,5,1,200.0,4,0
Plot  Area,Ready To Move,TC Palaya,independent,1440.0,5,2,97.0,5,1
Super built-up  Area,Ready To Move,Krishna Reddy Layout,rahtshe,2180.0,3,3,273.0,3,0
Super built-up  Area,Ready To Move,Abbigere,sltias ,985.0,2,1,38.92,2,0
Built-up  Area,Ready To Move,Sarjapur,sondaka,950.0,2,2,35.0,2,0
Super built-up  Area,Ready To Move,Jai Bheema Nagar,independent,1339.0,2,2,55.0,2,0
Super built-up  Area,Ready To Move,Ayappa Nagar,spity e,1449.0,3,1,72.0,3,0
Plot  Area,Ready To Move,Chikkasandra,independent,1200.0,4,2,180.0,4,1
Super built-up  Area,18-May,Brindavan Layout,independent,1100.0,2,2,38.68,2,0
Super built-up  Area,Ready To Move,Hoskote,soose p,1003.5,2,0,28.1,2,0
Built-up  Area,Ready To Move,Kaval Byrasandra,independent,2700.0,3,2,200.0,3,1
Super built-up  Area,Ready To Move,Billamaranahalli,independent,1100.0,2,3,55.0,2,0
Built-up  Area,18-Dec,Electronic City,independent,1140.0,2,1,32.92,2,0
Plot  Area,Ready To Move,Sarjapur,prldsum,3009.0,3,2,330.0,3,1
Built-up  Area,Ready To Move,Chandapura,independent,800.0,1,2,30.0,2,0
Built-up  Area,Ready To Move,Chikkabanavar,independent,2000.0,4,0,65.0,5,1
Plot  Area,Ready To Move,Prasanti Nagar,independent,1200.0,4,1,190.0,4,1
Built-up  Area,Ready To Move,3rd Block Hrbr Layout,icncy r,1300.0,2,3,95.0,2,0
Super built-up  Area,Ready To Move,Kanakpura Road,hahtsya,1220.0,2,2,60.0,2,0
Super built-up  Area,Ready To Move,Sarjapur  Road,soniaet,2289.0,3,2,178.0,3,0
Super built-up  Area,18-Jan,Whitefield,suhamra,1170.0,2,1,56.0,2,0
Super built-up  Area,Ready To Move,Vignana Nagar,independent,1350.0,2,2,89.5,2,0
Built-up  Area,Ready To Move,Thanisandra,soitya ,1698.0,3,2,125.0,3,0
Super built-up  Area,18-May,Electronic City Phase II,snbay g,2187.5,4,0,105.0,4,0
Super built-up  Area,Ready To Move,Ambalipura,independent,1060.0,2,1,58.5,2,0
Super built-up  Area,Ready To Move,Somasundara Palya,manceel,1185.0,2,2,75.0,2,0
Super built-up  Area,20-Dec,Padmanabhanagar,sollycl,2051.0,3,1,180.0,3,0
Super built-up  Area,Ready To Move,Vittasandra,independent,1404.0,2,1,72.0,2,0
Super built-up  Area,Ready To Move,Electronic City Phase II,brods w,1252.0,2,1,67.0,2,0
Super built-up  Area,18-Mar,Bannerghatta Road,independent,1885.0,3,1,125.0,3,0
Built-up  Area,Ready To Move,Kaikondrahalli,independent,3381.0,6,3,225.0,6,0
Super built-up  Area,Ready To Move,Hormavu,independent,980.0,2,2,42.0,2,0
Super built-up  Area,Ready To Move,Rajaji Nagar,pheston,2500.0,3,3,340.0,3,0
Super built-up  Area,19-Jan,Banashankari,independent,1420.0,3,1,66.0,3,0
Plot  Area,Ready To Move,Medahalli,independent,1166.0,6,0,135.0,6,1
Built-up  Area,Ready To Move,"Banasawadi, ",independent,2312.0,3,2,156.0,3,0
Super built-up  Area,Ready To Move,Kaggadasapura,golmsoy,3000.0,4,0,130.0,4,0
Built-up  Area,Ready To Move,Jayamahal,independent,1175.0,2,1,70.0,2,0
Super built-up  Area,Ready To Move,Vinayaka Nagar,independent,1145.0,2,2,51.0,2,0
Built-up  Area,Ready To Move,Bhoganhalli,suwerlo,970.0,2,1,52.5,2,0
Super built-up  Area,19-Sep,Whitefield,dsersus,1639.5,3,0,92.63,3,0
Built-up  Area,Ready To Move,3rd Block Jayanagar,independent,2150.0,3,3,240.0,3,0
Super built-up  Area,18-Jul,Ramagondanahalli,viistla,1635.0,3,1,57.0,3,0
Built-up  Area,Ready To Move,Harlur,femes s,3425.0,3,1,320.0,3,1
Built-up  Area,19-Mar,Hennur Road,gollela,2950.0,4,3,253.0,4,1
Super built-up  Area,18-Dec,Jalahalli,vaniai ,1200.0,2,1,66.0,1,0
Super built-up  Area,Ready To Move,Kathriguppe,independent,1335.0,2,2,73.43,3,0
Super built-up  Area,Ready To Move,Yeshwanthpur,ibityin,1166.0,2,1,64.08,2,0
Super built-up  Area,Ready To Move,Rajaji Nagar,pheston,2390.0,3,1,372.0,3,0
Super built-up  Area,Ready To Move,Shivaji Nagar,independent,1460.0,2,1,90.0,3,0
Super built-up  Area,Ready To Move,Gulimangala,daxir e,1690.0,3,3,50.0,3,0
Plot  Area,Ready To Move,Nagashetty Halli,independent,1386.0,3,2,93.0,4,1
Super built-up  Area,Ready To Move,Devasandra Extension,independent,1090.0,2,2,32.0,2,0
Super built-up  Area,Ready To Move,Whitefield,independent,1390.0,2,1,72.0,2,0
Built-up  Area,Ready To Move,Sector 2 HSR Layout,dshtsow,1095.0,2,1,85.41,2,0
Super built-up  Area,19-Dec,Kengeri,vbn 2lm,416.0,1,1,17.19,1,0
Super built-up  Area,Ready To Move,Channasandra Layout,independent,2400.0,2,3,50.0,3,0
Built-up  Area,Ready To Move,Yelahanka,ncs 2rj,1350.0,2,3,85.0,3,0
Built-up  Area,Ready To Move,Bannerghatta Road,independent,1453.0,2,2,73.0,3,0
Super built-up  Area,Ready To Move,Thanisandra,moity s,1226.0,2,1,65.0,2,0
Plot  Area,Ready To Move,Kasturi Nagar,independent,784.0,2,2,165.0,4,1
Super built-up  Area,Ready To Move,Hegde Nagar,dhniail,1168.0,2,1,68.0,3,0
Super built-up  Area,19-Dec,Bannerghatta,mamespa,1776.0,3,2,124.0,3,0
Built-up  Area,Ready To Move,Whitefield,cmionsy,1634.0,3,2,68.0,3,0
Plot  Area,Ready To Move,Hormavu,independent,860.0,2,0,56.0,2,1
Plot  Area,Ready To Move,Kamala Nagar,independent,2800.0,3,1,400.0,3,1
Super built-up  Area,Ready To Move,Nagasandra,independent,1650.0,3,2,95.0,3,0
Super built-up  Area,Ready To Move,Whitefield,pae 1ov,1190.0,2,1,70.0,2,0
Super built-up  Area,18-Aug,JP Nagar,dsvvyx ,1133.0,2,1,33.99,2,0
Super built-up  Area,Ready To Move,Suraksha Nagar,aritafe,1559.0,3,2,62.0,3,0
Plot  Area,Ready To Move,Horamavu Banaswadi,independent,1448.0,4,0,118.0,3,1
Super built-up  Area,Ready To Move,Kodichikkanahalli,prs 2hi,976.0,2,1,50.0,2,0
Plot  Area,Ready To Move,Bank Of Baroda Colony,independent,1350.0,4,3,240.0,4,1
Super built-up  Area,Ready To Move,Yelahanka,independent,1590.0,2,2,54.0,3,0
Super built-up  Area,19-Dec,Binny Pete,shestlo,2940.0,6,2,201.0,4,0
Built-up  Area,Ready To Move,Yelahanka,ncarkna,1633.0,3,2,110.0,3,0
Super built-up  Area,18-Aug,Ramagondanahalli,viistla,1151.0,2,2,46.0,2,0
Super built-up  Area,Ready To Move,Kereguddadahalli,dsdorsp,1400.0,2,2,42.0,3,0
Super built-up  Area,17-Apr,Uttarahalli,dsera s,1037.0,2,1,36.0,2,0
Super built-up  Area,Ready To Move,Thanisandra,slaceda,1188.0,2,1,36.0,2,0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,amnavdr,1060.0,2,1,52.0,2,0
Super built-up  Area,Ready To Move,Thigalarapalya,prtanha,2215.0,4,2,162.0,3,0
